Day,Temperature,Humidity,Windspeed,Rentals,Weekday,Registered,Casual
517,0.68,0.492917,0.195279,7338,4,6238,1100
518,0.654167,0.755417,0.237563,4127,5,3594,533
519,0.583333,0.549167,0.186562,8120,6,5325,2795
520,0.6025,0.493333,0.184087,7641,0,5147,2494
521,0.5975,0.487083,0.284833,6998,1,5927,1071
522,0.540833,0.613333,0.209575,7001,2,6033,968
523,0.554167,0.61125,0.077125,7055,3,6028,1027
524,0.6025,0.567083,0.15735,7494,4,6456,1038
525,0.649167,0.467917,0.175383,7736,5,6248,1488
526,0.710833,0.437083,0.144287,7498,6,4790,2708
527,0.726667,0.538333,0.133721,6598,0,4374,2224
528,0.720833,0.587917,0.207713,6664,1,5647,1017
529,0.653333,0.833333,0.214546,4972,2,4495,477
530,0.655833,0.582083,0.343279,7421,3,6248,1173
531,0.648333,0.569583,0.253733,7363,4,6183,1180
532,0.639167,0.589583,0.176617,7665,5,6102,1563
533,0.631667,0.504167,0.166667,7702,6,4739,2963
534,0.5925,0.59875,0.144904,6978,0,4344,2634
535,0.568333,0.777917,0.174746,5099,1,4446,653
536,0.688333,0.69,0.148017,6825,2,5857,968
537,0.7825,0.592083,0.113812,6211,3,5339,872
538,0.805833,0.567917,0.118787,5905,4,5127,778
539,0.7775,0.57375,0.182842,5823,5,4859,964
540,0.731667,0.534583,0.179721,7458,6,4801,2657
541,0.743333,0.479167,0.145525,6891,0,4340,2551
542,0.715833,0.504167,0.300383,6779,1,5640,1139
543,0.630833,0.373333,0.347642,7442,2,6365,1077
544,0.6975,0.36,0.271775,7335,3,6258,1077
545,0.749167,0.4225,0.17165,6879,4,5958,921
546,0.834167,0.48875,0.165417,5463,5,4634,829
547,0.765,0.60125,0.161071,5687,6,4232,1455
548,0.815833,0.51875,0.168529,5531,0,4110,1421
549,0.781667,0.447083,0.195267,6227,1,5323,904
550,0.780833,0.492083,0.126237,6660,2,5608,1052
551,0.789167,0.53875,0.13495,7403,3,4841,2562
552,0.8275,0.457917,0.194029,6241,4,4836,1405
553,0.828333,0.450833,0.146142,6207,5,4841,1366
554,0.861667,0.492083,0.163554,4840,6,3392,1448
555,0.8225,0.57375,0.125629,4672,0,3469,1203
556,0.710833,0.683333,0.180975,6569,1,5571,998
557,0.720833,0.6675,0.151737,6290,2,5336,954
558,0.716667,0.633333,0.151733,7264,3,6289,975
559,0.715833,0.529583,0.146775,7446,4,6414,1032
560,0.731667,0.485833,0.08085,7499,5,5988,1511
561,0.703333,0.699167,0.143679,6969,6,4614,2355
562,0.745833,0.717917,0.166667,6031,0,4111,1920
563,0.763333,0.645,0.164187,6830,1,5742,1088
564,0.818333,0.505833,0.114429,6786,2,5865,921
565,0.793333,0.577083,0.137442,5713,3,4914,799
566,0.77,0.600417,0.165429,6591,4,5703,888
567,0.665833,0.844167,0.208967,5870,5,5123,747
568,0.595833,0.865417,0.2133,4459,6,3195,1264
569,0.6675,0.7625,0.0939208,7410,0,4866,2544
570,0.741667,0.694167,0.138683,6966,1,5831,1135
571,0.750833,0.655,0.211454,7592,2,6452,1140
572,0.724167,0.45,0.1648,8173,3,6790,1383
573,0.776667,0.596667,0.284813,6861,4,5825,1036
574,0.781667,0.594583,0.152992,6904,5,5645,1259
575,0.755833,0.613333,0.15735,6685,6,4451,2234
576,0.721667,0.62375,0.170396,6597,0,4444,2153
577,0.730833,0.66875,0.153617,7105,1,6065,1040
578,0.713333,0.704167,0.165425,7216,2,6248,968
579,0.7175,0.6775,0.141179,7580,3,6506,1074
580,0.7525,0.659583,0.129354,7261,4,6278,983
581,0.765833,0.6425,0.215792,7175,5,5847,1328
582,0.793333,0.613333,0.257458,6824,6,4479,2345
583,0.769167,0.6525,0.290421,5464,0,3757,1707
584,0.7525,0.654167,0.129354,7013,1,5780,1233
585,0.735833,0.70375,0.116908,7273,2,5995,1278
586,0.75,0.672917,0.1107,7534,3,6271,1263
587,0.755833,0.620417,0.1561,7286,4,6090,1196
588,0.715833,0.715833,0.238813,5786,5,4721,1065
589,0.6925,0.732917,0.206479,6299,6,4052,2247
590,0.700833,0.530417,0.122512,6544,0,4362,2182
591,0.720833,0.545417,0.136212,6883,1,5676,1207
592,0.726667,0.686667,0.169158,6784,2,5656,1128
593,0.706667,0.619583,0.169771,7347,3,6149,1198
594,0.719167,0.519167,0.141796,7605,4,6267,1338
595,0.723333,0.570833,0.231354,7148,5,5665,1483
596,0.678333,0.603333,0.177867,7865,6,5038,2827
597,0.635833,0.711667,0.08645,4549,0,3341,1208
598,0.635833,0.734167,0.129979,6530,1,5504,1026
599,0.649167,0.67375,0.0727708,7006,2,5925,1081
600,0.6675,0.677083,0.0702833,7375,3,6281,1094
601,0.695833,0.635833,0.0845958,7765,4,6402,1363
602,0.7025,0.615,0.0721458,7582,5,6257,1325
603,0.661667,0.712917,0.244408,6053,6,4224,1829
604,0.653333,0.845833,0.228858,5255,0,3772,1483
605,0.703333,0.730417,0.128733,6917,1,5928,989
606,0.728333,0.62,0.190925,7040,2,6105,935
607,0.685,0.552083,0.112562,7697,3,6520,1177
608,0.706667,0.590417,0.0771167,7713,4,6541,1172
609,0.764167,0.5875,0.168533,7350,5,5917,1433
610,0.753333,0.638333,0.113187,6140,6,3788,2352
611,0.696667,0.815,0.0640708,5810,0,3197,2613
612,0.7075,0.790833,0.151121,6034,1,4069,1965
613,0.725833,0.755,0.236321,6864,2,5997,867
614,0.736667,0.74125,0.187808,7112,3,6280,832
615,0.696667,0.810417,0.142421,6203,4,5592,611
616,0.703333,0.73625,0.171646,7504,5,6459,1045
617,0.659167,0.799167,0.281104,5976,6,4419,1557
618,0.61,0.5475,0.224496,8227,0,5657,2570
619,0.583333,0.50375,0.258713,7525,1,6407,1118
620,0.5775,0.52,0.0920542,7767,2,6697,1070
621,0.599167,0.577083,0.131846,7870,3,6820,1050
622,0.6125,0.637083,0.0827208,7804,4,6750,1054
623,0.633333,0.6725,0.103863,8009,5,6630,1379
624,0.608333,0.501667,0.247521,8714,6,5554,3160
625,0.58,0.57,0.0901833,7333,0,5167,2166
626,0.580833,0.734583,0.151742,6869,1,5847,1022
627,0.623333,0.8725,0.357587,4073,2,3702,371
628,0.5525,0.536667,0.215175,7591,3,6803,788
629,0.546667,0.618333,0.118167,7720,4,6781,939
630,0.599167,0.66875,0.154229,8167,5,6917,1250
631,0.65,0.646667,0.283583,8395,6,5883,2512
632,0.529167,0.467083,0.223258,7907,0,5453,2454
633,0.514167,0.492917,0.142404,7436,1,6435,1001
634,0.55,0.57,0.236321,7538,2,6693,845
635,0.635,0.630833,0.2444,7733,3,6946,787
636,0.65,0.690833,0.134342,7393,4,6642,751
637,0.619167,0.69,0.164179,7415,5,6370,1045
638,0.5425,0.542917,0.227604,8555,6,5966,2589
639,0.526667,0.583333,0.134958,6889,0,4874,2015
640,0.520833,0.649167,0.0908042,6778,1,6015,763
641,0.590833,0.871667,0.104475,4639,2,4324,315
642,0.6575,0.79375,0.0665458,7572,3,6844,728
643,0.6575,0.722917,0.117546,7328,4,6437,891
644,0.615,0.6275,0.10635,8156,5,6640,1516
645,0.554167,0.664167,0.268025,7965,6,4934,3031
646,0.415833,0.708333,0.141162,3510,0,2729,781
647,0.383333,0.709583,0.189679,5478,1,4604,874
648,0.446667,0.761667,0.1903,6392,2,5791,601
649,0.514167,0.630833,0.187821,7691,3,6911,780
650,0.435,0.463333,0.181596,7570,4,6736,834
651,0.4375,0.539167,0.235092,7282,5,6222,1060
652,0.393333,0.494583,0.146142,7109,6,4857,2252
653,0.521667,0.640417,0.278612,6639,0,4559,2080
654,0.561667,0.7075,0.296037,5875,1,5115,760
655,0.468333,0.558333,0.182221,7534,2,6612,922
656,0.455833,0.692917,0.101371,7461,3,6482,979
657,0.5225,0.728333,0.236937,7509,4,6501,1008
658,0.563333,0.815,0.134954,5424,5,4671,753
659,0.484167,0.572917,0.117537,8090,6,5284,2806
660,0.464167,0.51,0.166054,6824,0,4692,2132
661,0.4875,0.568333,0.0814833,7058,1,6228,830
662,0.544167,0.641667,0.0945458,7466,2,6625,841
663,0.5875,0.63625,0.0727792,7693,3,6898,795
664,0.55,0.800417,0.124375,7359,4,6484,875
665,0.545833,0.807083,0.132467,7444,5,6262,1182
666,0.53,0.72,0.235692,7852,6,5209,2643
667,0.4775,0.694583,0.398008,4459,0,3461,998
668,0.44,0.88,0.3582,22,1,20,2
669,0.318182,0.825455,0.213009,1096,2,1009,87
670,0.3575,0.666667,0.166667,5566,3,5147,419
671,0.365833,0.581667,0.157346,5986,4,5520,466
672,0.355,0.522083,0.266175,5847,5,5229,618
673,0.343333,0.49125,0.270529,5138,6,4109,1029
674,0.325833,0.532917,0.179108,5107,0,3906,1201
675,0.319167,0.494167,0.236325,5259,1,4881,378
676,0.280833,0.567083,0.173513,5686,2,5220,466
677,0.295833,0.5475,0.304108,5035,3,4709,326
678,0.352174,0.333478,0.347835,5315,4,4975,340
679,0.361667,0.540833,0.214558,5992,5,5283,709
680,0.389167,0.645417,0.0578458,6536,6,4446,2090
681,0.420833,0.659167,0.1275,6852,0,4562,2290
682,0.485,0.741667,0.173517,6269,1,5172,1097
683,0.343333,0.662917,0.342046,4094,2,3767,327
684,0.289167,0.552083,0.199625,5495,3,5122,373
685,0.321667,0.620417,0.152987,5445,4,5125,320
686,0.345,0.524583,0.171025,5698,5,5214,484
687,0.325,0.545417,0.179729,5629,6,4316,1313
688,0.3425,0.692917,0.227612,4669,0,3747,922
689,0.380833,0.623333,0.235067,5499,1,5050,449
690,0.374167,0.685,0.082725,5634,2,5100,534
691,0.353333,0.61375,0.103246,5146,3,4531,615
692,0.34,0.580417,0.0528708,2425,4,1470,955
693,0.368333,0.56875,0.148021,3910,5,2307,1603
694,0.278333,0.404583,0.376871,2277,6,1745,532
695,0.245833,0.468333,0.1505,2424,0,2115,309
696,0.313333,0.535417,0.04665,5087,1,4750,337
697,0.291667,0.786667,0.237562,3959,2,3836,123
698,0.296667,0.50625,0.210821,5260,3,5062,198
699,0.28087,0.555652,0.115522,5323,4,5080,243
700,0.298333,0.649583,0.0584708,5668,5,5306,362
701,0.298333,0.806667,0.0597042,5191,6,4240,951
702,0.3475,0.823333,0.124379,4649,0,3757,892
703,0.4525,0.7675,0.0827208,6234,1,5679,555
704,0.475833,0.73375,0.174129,6606,2,6055,551
705,0.438333,0.485,0.324021,5729,3,5398,331
706,0.255833,0.50875,0.174754,5375,4,5035,340
707,0.320833,0.764167,0.1306,5008,5,4659,349
708,0.381667,0.91125,0.101379,5582,6,4429,1153
709,0.384167,0.905417,0.157975,3228,0,2787,441
710,0.435833,0.925,0.190308,5170,1,4841,329
711,0.353333,0.596667,0.296037,5501,2,5219,282
712,0.2975,0.538333,0.162937,5319,3,5009,310
713,0.295833,0.485833,0.174129,5532,4,5107,425
714,0.281667,0.642917,0.131229,5611,5,5182,429
715,0.324167,0.650417,0.10635,5047,6,4280,767
716,0.3625,0.83875,0.100742,3786,0,3248,538
717,0.393333,0.907083,0.0982583,4585,1,4373,212
718,0.410833,0.66625,0.221404,5557,2,5124,433
719,0.3325,0.625417,0.184092,5267,3,4934,333
720,0.33,0.667917,0.132463,4128,4,3814,314
721,0.326667,0.556667,0.374383,3623,5,3402,221
722,0.265833,0.44125,0.407346,1749,6,1544,205
723,0.245833,0.515417,0.133083,1787,0,1379,408
724,0.231304,0.791304,0.0772304,920,1,746,174
725,0.291304,0.734783,0.168726,1013,2,573,440
726,0.243333,0.823333,0.316546,441,3,432,9
727,0.254167,0.652917,0.350133,2114,4,1867,247
728,0.253333,0.59,0.155471,3095,5,2451,644
729,0.253333,0.752917,0.124383,1341,6,1182,159
730,0.255833,0.483333,0.350754,1796,0,1432,364
731,0.215833,0.5775,0.154846,2729,1,2290,439
